ukprn,name,application_type,start_date,status,rating,inspection_date,company_number,address,turnover,net_profit,operating_profit,financial_year,company_status,incorporation_date,latest_accounts,persons_with_significant_control
10054307,RED KITE LEARNING TRUST T/A Red Kite Learning Trust (Academy Trust),Main provider,28/07/2023,,,,,,,,,,,,,[]
10084678,CHILDBASE PARTNERSHIP LIMITED,Main provider,29/10/2020,,,,02418535,,,,,,active,1989-08-31,,"[{'name': 'Childbase Employee Ownership Trustee Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Kingston House, Northampton Road, Newport Pagnell, MK16 8NJ, England'}]"
10067531,THE ABDO COLLEGE OF EDUCATION,Main provider,07/06/2024,,,,,"Godmersham Park House, Godmersham Park, Godmersham, Canterbury, CT4 7DT",,,,,,,,[]
10092067,GO NORTH WEST LIMITED,Supporting provider,28/07/2023,,,,08205871,,,,,,active,2012-09-07,,"[{'name': 'Go-Ahead Holding Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '3rd Floor, 41-51 Grey Street, Newcastle Upon Tyne, NE1 6EE, United Kingdom'}]"
10092263,ESSEX & THAMES EDUCATION T/A Essex and Thames SCITT,Main provider,14/07/2023,,,,,,,,,,,,,[]
10091949,FIRST ESSEX BUSES LIMITED,Supporting provider,28/07/2023,,,,01961457,,,,,,active,1985-11-19,,"[{'name': 'Firstbus Holdings Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '8th Floor, The Point, London, W2 1AF, United Kingdom'}]"
10083232,MONTESSORI APPRENTICE ACADEMY T/A The Learning Triangle,Main provider,22/12/2022,,,,,,,,,,,,,[]
10026134,CALL OF THE WILD (DEVELOPMENT) LTD T/A Call of the Wild Development,Main provider,26/01/2022,,,,,,,,,,,,,[]
10092613,MUTI IMMERSIVE LTD,Supporting provider,28/07/2023,,,,13696836,"29 Justice Road, Bristol, BS16 3JE",,,,,active,2021-10-21,,"[{'name': 'Katherine Ann Hartoch', 'date_of_birth': '5/1979', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'The Willows, Eastcourt Road, Bristol, BS39 5BT, England'}, {'name': 'Nicolas Benjamin Young', 'date_of_birth': '8/1979', 'country_of_residence': 'England', 'nationality': 'British', 'address': '29, Justice Road, Bristol, BS16 3JE, England'}]"
10049084,NATS (EN ROUTE) PUBLIC LIMITED COMPANY,Employer provider,14/07/2023,,,,04129273,,,,,,active,2000-12-21,,"[{'name': 'Nats Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '4000 Parkway, Parkway, Fareham, PO15 7FL, England'}]"
10033482,E-CAREERS EDUCATION LIMITED T/A Consortia Training,Main provider,13/03/2017,,,,,,,,,,,,,[]
10091384,CLEVELAND FIRE BRIGADE,Supporting provider,28/06/2023,,,,,,,,,,,,,[]
10089853,M & J GROUP (CONSTRUCTION & ROOFING) LTD,Employer provider,30/06/2023,,,,01371473,,,,,,active,1978-05-31,,[]
10029105,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,Supporting provider,28/06/2023,,,,,,,,,,,,,[]
10053301,BELLEVUE EDUCATION INTERNATIONAL LIMITED,Main provider,29/06/2023,,,,08028529,"1 Wolsey Road, East Molesey, KT8 9EL",,,,,active,2012-04-12,,"[{'name': 'Project Beta Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '2nd Floor, St Albans House, London, SW1Y 4QX, England'}]"
10091948,FIRST WEST YORKSHIRE LIMITED,Supporting provider,28/06/2023,,,,01990370,,,,,,active,1986-02-17,,"[{'name': 'Firstbus (North) Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '8th Floor, The Point, London, W2 1AF, United Kingdom'}]"
10012772,HIS MAJESTY'S REVENUE AND CUSTOMS (HMRC),Employer provider,13/03/2017,,Good,17 September 2024,,"1 Unity Square, Nottingham, NG2 1AW",,,,,,,,[]
10041332,NHS ENGLAND NORTH EAST AND YORKSHIRE,Main provider,17/05/2017,,Outstanding,2 July 2024,,"Stella House, Goldcrest Way, Newcastle Upon Tyne, NE15 8NY",,,,,,,,[]
10023516,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST T/A EPUT,Main provider,15/09/2017,,,,,,,,,,,,,[]
10092400,OCTAVIUS LEARNING AND DEVELOPMENT LIMITED PARTNERSHIP,Main provider,16/06/2023,,,,LP016085,"OLDP Women's Hub14t Floor Quayside Tower, 14th Floor, Quayside Tower, Birmingham, B1 2HF",,,,,active,2014-06-24,,[]
10036772,LAWTONASH TRAINING SERVICES LTD T/A Lawtonash Training Services,Supporting provider,30/01/2018,,,,,,,,,,,,,[]
10091470,CONSTRUCT TRAINING SERVICES LIMITED,Main provider,25/05/2023,,,,11787105,"72 Boston Road, Beaumont Leys, Leicester, LE4 1HB",,,,,active,2019-01-25,,"[{'name': 'Paul Pownall', 'date_of_birth': '9/1966', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': '72, Boston Road, Leicester, LE4 1HB, United Kingdom'}]"
10038874,CHANNICOOL TRAINING SERVICES LIMITED,Main provider,18/05/2023,,,,07025855,"2, Broadley Court Parkwood Close, Roborough, Plymouth, PL6 7SQ",,,,,active,2009-09-22,,"[{'name': 'Andrew David Channon', 'date_of_birth': '3/1970', 'country_of_residence': 'England', 'nationality': 'British', 'address': '2, Broadley Court, Parkwood Close, Plymouth, PL6 7SQ, United Kingdom'}]"
10031127,KINGDOM ACADEMY LIMITED,Main provider,13/03/2017,,Good,23 November 2021,06789099,"Kingdom House, 1 Woodlands Park, Ashton Road, Newton-Le-Willows, WA12 0HF",,,,,active,2009-01-12,,"[{'name': 'Kingdom Services Group Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Kingdom House, Woodlands Park, Ashton Road, Newton-Le-Willows, WA12 0HF, England'}]"
10063869,ISALES ACADEMY LIMITED,Main provider,27/04/2023,,,,10704878,"X M A Head Office, Unit 7 Handley Way, St. Albans, Hertfordshire, AL2 3QF",,,,,active,2017-04-03,,"[{'name': 'Lisa Clark', 'date_of_birth': '11/1971', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Egale 1, 80, St Albans Road, Watford, WD17 1DL, United Kingdom'}]"
10042222,THE CLINK RESTAURANT COMPANY LIMITED T/A The Clink Restaurant Company Ltd,Supporting provider,26/04/2023,,,,,,,,,,,,,[]
10090839,SCHOOL-LED DEVELOPMENT TRUST T/A National Institute of Teaching,Main provider,21/04/2023,,,,,,,,,,,,,[]
10040476,SWIFT ACI,Main provider,17/05/2017,,,,,,,,,,,,,[]
10045879,ROBERT BOSCH LIMITED T/A Robert Bosch Ltd,Main provider,13/04/2023,,,,,,,,,,,,,[]
10065724,HIDDEN HEARING LIMITED T/A Hidden Hearing Ltd,Employer provider,13/04/2023,,,,,,,,,,,,,[]
10043841,PROFESSIONAL QUALITY MANAGEMENT SERVICES LIMITED T/A Professional Quality Management Services Ltd,Main provider,27/11/2019,,,,,,,,,,,,,[]
10082272,TRAILFINDERS LIMITED,Employer provider,06/04/2023,,,,01004502,"23 Abingdon Road, London, W8 6AH",,,,,active,1971-03-11,,"[{'name': 'Trailfinders Group Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '48, Earls Court Road, London, W8 6FT, England'}, {'name': 'Michael David William Gooley', 'date_of_birth': '10/1936', 'country_of_residence': 'England', 'nationality': 'British', 'address': '48 Earls Court Road, W8 6FT'}]"
10029265,100% EFFECTIVE LIMITED,Main provider,31/03/2023,,,,04407150,"1 Parkview Court, St Pauls Road, Shipley, West Yorkshire, BD18 3DZ",,,,,active,2002-04-01,,"[{'name': 'John Murdo Wellwood', 'date_of_birth': '1/1967', 'country_of_residence': 'Scotland', 'nationality': 'British', 'address': '1 Parkview Court, St. Pauls Road, Shipley, BD18 3DZ, England'}]"
10009356,LAVENDER INTERNATIONAL NDT CONSULTANCY SERVICES LIMITED,Main provider,31/03/2023,,,,01872624,"Technology Centre Advanced Manufacturing Park, Brunel Way, Rotherham, South Yorkshire, S60 5WG",,,,,active,1984-12-18,,"[{'name': 'Lavender International Trustee Company Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Unit 7 Penistone Station, Penistone Court, Sheffield Road, Sheffield, S36 6HP, England'}]"
10089078,AKR GROWTH VENTURES LTD,Main provider,29/03/2023,,,,12930724,"6a Luton Road, Chatham, Kent, ME4 5NA",,,,,active,2020-10-05,,"[{'name': 'Oladayo Ogunjobi', 'date_of_birth': '7/1986', 'country_of_residence': 'England', 'nationality': 'British', 'address': '57, Nickelby Close, London, SE28 8LY, England'}]"
10001041,GLOUCESTERSHIRE ENTERPRISE LIMITED,Main provider,13/03/2017,,Good,22 August 2023,02551923,"Unit 3, Twigworth Court Business Centre, Tewkesbury Road, Gloucester, GL2 9PG",,,,,active,1990-10-25,,"[{'name': 'Kevin Martin Holt', 'date_of_birth': '3/1961', 'country_of_residence': 'Wales', 'nationality': 'British', 'address': 'Unit 3, Twigworth Court Business Centre, Gloucester, GL2 9PG'}]"
10093403,GREEN PASS TRAINING LIMITED,Supporting provider,01/02/2024,,,,,,,,,,,,,[]
10040320,THE PIONEER SAILING TRUST,Main provider,29/03/2023,,,,03830241,"Harkers Yard, Shipyard Estate, Copperas Rod, Brightlingsea, Colchester, CO7 0AR",,,,,active,1999-08-18,,"[{'name': 'Rupert Philip Marks', 'date_of_birth': '3/1963', 'country_of_residence': 'England', 'nationality': 'British', 'address': ""Harker's Yard, Shipyard Estate, Brightlingsea, CO7 0AR""}]"
10091975,CIVIL NUCLEAR CONSTABULARY,Employer provider,18/01/2024,,,,,"CNC Training, Building F7, Culham Campus, Abingdon, Oxfordshire, OX14 3DB",,,,,,,,[]
10088439,ERRIGAL CONTRACTS LIMITED,Employer provider,15/12/2023,,,,,"35 Lascars Avenue, Royal Albert Dock, Newham, London, E16 2YP",,,,,,,,[]
10036736,LOGISTICA TRAINING AND CONSULTANCY LTD,Main provider,13/03/2017,,Good,1 October 2024,07904498,"Acacia House, Unit C1, Trentham Business Quarter, Stoke on Trent, ST4 8GB",,,,,active,2012-01-10,,"[{'name': 'Vedere Group Ltd', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '81, The Cut, London, SE1 8LL, England'}]"
10010524,SOUTH WALES AND SOUTH WEST ROOFING TRAINING GROUP,Main provider,23/03/2023,,,,03727300,"Brooklands Mill, Nadderwater, Exeter, Devon, EX4 2JG",,,,,active,1999-03-05,,[]
10037348,INSPIRO LEARNING LIMITED,Main provider,13/03/2017,,Good,23 November 2021,08058712,"Inspiro Learning Centre, Rands Lane, Armthorpe, Doncaster, South Yorkshire, DN3 3EW",,,,,active,2012-05-04,,"[{'name': 'Inspirit Tulip Bidco Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '105, Piccadilly, London, W1J 7NJ, England'}, {'name': 'Babcock Training Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '33, Wigmore Street, London, W1U 1QX, United Kingdom'}]"
10081713,MULTI TRADES TRAINING LTD,Main provider,27/08/2020,,Good,31 January 2023,11553273,"Unit 8, Moniton Trading Estate, West Ham Lane, Basingstoke, RG22 6NQ",,,,,active,2018-09-05,,"[{'name': 'Craig Steven Barwick', 'date_of_birth': '6/1961', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Unit 8 Moniton Trading Estate, West Ham Lane, Basingstoke, RG22 6NQ, England'}, {'name': 'Robert Kenny Jones', 'date_of_birth': '3/1986', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Unit 8 Moniton Trading Estate, West Ham Lane, Basingstoke, RG22 6NQ, England'}]"
10048673,THE SYDNEY RUSSELL SCHOOL,Main provider,16/03/2023,,Good,15 September 2021,,"Parsloes Avenue, Dagenham, Essex, RM9 5QT",,,,,,,,[]
10091601,PEABODY TRUST,Employer provider,16/03/2023,,,,RS007741,"Minster Court, 45-47 Westminster Bridge Road, London, SE1 7JB",,,,,,,,[]
10063352,THE CHIEF CONSTABLE OF GLOUCESTERSHIRE CONSTABULARY,Supporting provider,11/06/2019,,,,,,,,,,,,,[]
10047354,VELOCITY 1ST LIMITED,Main provider,08/12/2021,,Good,16 April 2024,08874374,"Unit 9 Courtyard, 31 Normanton West, Normanton, WF6 1JU",,,,,active,2014-02-04,,"[{'name': 'Benjamin Newbould', 'date_of_birth': '3/1994', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'First Floor, 1 Des Roches Square, Witney, OX28 4BE, United Kingdom'}]"
10040525,UNITED UTILITIES WATER LIMITED,Employer provider,13/03/2017,,Good,14 May 2024,02366678,"Bolton Technical Training Centre, Ringley Lane, Stoneclough, Radcliffe, Manchester, M26 1FL",,,,,active,1989-04-01,,"[{'name': 'United Utilities North West Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Haweswater House, Lingley Green Avenue, Warrington, WA5 3LP, England'}]"
10034309,REALISE LEARNING AND EMPLOYMENT LIMITED,Main provider,13/03/2017,,Good,11 July 2023,07703720,"12 Europa View, Sheffield Business Park, Sheffield, S9 1XH",,,,,active,2011-07-13,,"[{'name': 'Realise Training Group Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'First Floor Cygnet House, 1, Jenkin Road, Sheffield, S9 1AT, England'}]"
10000565,NOTTINGHAMSHIRE TRAINING GROUP LIMITED,Main provider,13/03/2017,,,,02190858,,,,,,active,1987-11-10,,"[{'name': 'Alexander Joseph Lilley', 'date_of_birth': '11/1992', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'The Priorswell Centre, Cheapside Worksop, S80 2HX'}, {'name': 'Sylvia Mary Christine Lilley', 'date_of_birth': '6/1947', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'The Priorswell Centre, Cheapside Worksop, S80 2HX'}]"
10067528,MARTEC TRAINING LIMITED,Main provider,19/07/2019,,,,11130391,,,,,,active,2018-01-03,,"[{'name': 'Marson Garages Holdings Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Tern Hill Hall, Tern Hill, Market Drayton, TF9 3PU, England'}]"
10003375,QA LIMITED,Main provider,13/03/2017,,Good,28 January 2020,02413137,"International House, St Katherine's Way, Tower Bridge Road, London, E1W 1UN",,,,,active,1989-08-14,,"[{'name': 'Seckloe 208 Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'International House, Third Floor, London, E1W 1UN, United Kingdom'}]"
10061312,JULIE MAYCOCK T/A Mighty Oak Training,Main provider,30/01/2018,,,,,,,,,,,,,[]
10004694,NORTH LINCOLNSHIRE COUNCIL,Employer provider,13/10/2023,,,,,,,,,,,,,[]
10003915,LIFETIME TRAINING GROUP LIMITED,Main provider,13/03/2017,,Good,21 May 2024,03263608,"Eleventh Floor, Clifton Heights, Triangle west, BS8 1EJ",,,,,active,1996-10-15,,"[{'name': 'Lvtg Ltd', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Clifton Heights, Triangle West, Bristol, BS8 1EJ, England'}]"
10044886,GODDARD VETERINARY GROUP,Main provider,25/07/2019,,,,,,,,,,,,,[]
10065578,LEARNING FOR EXCELLENCE LTD,Main provider,30/01/2018,,Good,20 June 2023,09971345,"3 Cookson House, River Drive, South Shields, NE33 1TL",,,,,active,2016-01-26,,"[{'name': 'Gareth Massey', 'date_of_birth': '2/1981', 'country_of_residence': 'England', 'nationality': 'British', 'address': '3 Cookson House, River Drive, South Shields, NE33 1TL, United Kingdom'}]"
10032315,KYP KNOW YOUR POTENTIAL CONSULTANCY LTD,Main provider,13/03/2017,,Requires Improvement,18 April 2023,07400806,"Anglo House, Worcester Road, Stourport-On-Severn, Worcestershire, DY13 9AW",,,,,active,2010-10-08,,"[{'name': 'Jason James Carnall', 'date_of_birth': '11/1964', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Anglo House, Worcester Road, Stourport On Severn, DY13 9AW'}]"
10001156,ITEC TRAINING SOLUTIONS LTD,Main provider,17/05/2017,,Good,22 August 2023,06345434,"ITEC Skills, The Centre, 140 Old St, London, EC1V 9BJ",,,,,active,2007-08-16,,"[{'name': 'Itec Training Solutions (Holdings) Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Itec House, Penarth Road, Cardiff, CF11 8TT, United Kingdom'}]"
10063769,HERITAGE SKILLS ACADEMY LIMITED,Main provider,25/07/2019,,Good,12 April 2022,10441329,"HeritageSkills Academy, Building 90, Buckingham Road, Bicester, OX26 5HA",,,,,active,2016-10-24,,"[{'name': 'Janice Pitchforth', 'date_of_birth': '1/1967', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Building 90, Bicester Heritage, Bicester, OX27 8AL, England'}, {'name': 'John Howard Pitchforth', 'date_of_birth': '11/1961', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Building 90, Bicester Heritage, Bicester, OX27 8AL, England'}]"
10040392,GLASS & FENESTRATION TRAINING SOLUTIONS LTD,Main provider,13/03/2017,,,,07187815,,,,,,active,2010-03-12,,"[{'name': 'Laurence Hylton Pearson', 'date_of_birth': '9/1967', 'country_of_residence': 'England', 'nationality': 'British', 'address': '12, Greenhead Lane, Brighouse, HD6 3PS, England'}, {'name': 'Mandy Jayne Pearson', 'date_of_birth': '7/1966', 'country_of_residence': 'England', 'nationality': 'British', 'address': '12, Greenhead Lane, Brighouse, HD6 3PS, England'}]"
10034969,FIRST INTUITION MAIDSTONE LIMITED,Main provider,30/01/2018,,Good,28 February 2023,07588347,"89 King Street, MAIDSTONE, ME14 1BG",,,,,active,2011-04-01,,"[{'name': 'First Intuition Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'County House, Conway Mews, London, W1T 6AA, United Kingdom'}]"
10056912,ELECTRICAL TESTING LIMITED,Main provider,30/01/2018,,Good,14 September 2022,02476049,"The Bridge, Acle, Norwich, Norfolk, NR13 3AT",,,,,active,1990-03-01,,"[{'name': 'Simon Alan Hobbs', 'date_of_birth': '7/1972', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'The Bridge, Old Road, Norwich, NR13 3AT, England'}, {'name': 'Alan James Hobbs', 'date_of_birth': '8/1933', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Bridge Farm, Acle Bridge, Norwich, NR13 3AT, England'}]"
10061219,EBOR ACADEMY TRUST,Main provider,30/01/2018,,,,08806335,,,,,,active,2013-12-09,,[]
10028038,EAST ESSEX VOCATIONAL TRAINING LIMITED,Main provider,17/05/2017,,Good,23 January 2024,03848899,"4 Balls Pond Road, Hackney, London, E8 2BA",,,,,active,1999-09-27,,"[{'name': 'Employment Education Training Group Ltd', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '249, Silbury Boulevard, Milton Keynes, MK9 1NA, England'}, {'name': 'Pierre Andrew Gowie', 'date_of_birth': '4/1985', 'country_of_residence': 'England', 'nationality': 'British', 'address': '4, Balls Pond Road, London, N1 4BG, England'}, {'name': 'Jamie Graham William Leonard Manicom', 'date_of_birth': '3/1986', 'country_of_residence': 'England', 'nationality': 'British', 'address': '4, Balls Pond Road, London, N1 4BG, England'}]"
10052858,DIGITAL NATIVE (UK) LIMITED,Main provider,13/03/2017,,Good,6 December 2022,08698252,"iCentrum, Holt Street, Birmingham, West Midlands, B7 4BP",,,,,active,2013-09-19,,"[{'name': 'Anthony Peter Harper', 'date_of_birth': '10/1971', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Bennett Corner House, 33 Coleshill Street, Sutton Coldfield, B72 1SD, United Kingdom'}, {'name': 'Suzanne Higginson-Stilgoe', 'date_of_birth': '6/1976', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Bennett Corner House, 33 Coleshill Street, Sutton Coldfield, B72 1SD, United Kingdom'}, {'name': 'Martin Robert Stilgoe', 'date_of_birth': '6/1972', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Bennett Corner House, 33 Coleshill Street, Sutton Coldfield, B72 1SD, United Kingdom'}]"
10035789,DENTRAIN PROFESSIONALS LTD,Main provider,17/05/2017,,Good,17 September 2024,07609390,"Bridge Place, Rear of, Bridge Street, Bolton, BL1 2EA",,,,,active,2011-04-19,,"[{'name': 'Yvonne Brunsden', 'date_of_birth': '4/1963', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Rear Of 22, Bridge Place, Bolton, BL1 2EA'}, {'name': 'Zoe Gee', 'date_of_birth': '10/1977', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Rear Of 22, Bridge Place, Bolton, BL1 2EA'}, {'name': 'Michelle Porter', 'date_of_birth': '1/1984', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Rear Of 22, Bridge Place, Bolton, BL1 2EA'}]"
10039527,CAROLINE PAULING T/A Peak Accountancy Training,Main provider,17/05/2017,,Good,28 February 2023,,"First Floor, Adelphi Mill, Grimshaw Lane, Bollington, Cheshire, SK10 5JB",,,,,,,,[]
10065628,CIPS CORPORATE SERVICES LIMITED,Main provider,30/01/2018,,Requires Improvement,28 March 2023,02610367,"Easton House, Easton On The Hill, Stamford, PE9 3NZ",,,,,active,1991-05-14,,"[{'name': 'Chartered Institute Of Procurement & Supply', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Easton House, Easton On The Hill, Stamford, PE9 3NZ, England'}]"
10090278,STORYY TRAINING LIMITED,Main provider,05/04/2023,,Good,13 December 2023,,"Suite 4, Oakmede Place, Binfield, Bracknell, RG42 4JF",,,,,,,,[]
10063309,CAMBRIDGE SPARK LIMITED,Main provider,30/01/2018,,Good,13 February 2023,10333201,"5th Floor, Caledonia House, 223 Pentonville Road, London, N1 9NG",,,,,active,2016-08-17,,"[{'name': 'Functor Investments Ltd', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '21, Moore Close, Cambridge, CB4 1ZP, United Kingdom'}, {'name': 'Raoul-Gabriel Urma', 'date_of_birth': '11/1990', 'country_of_residence': 'United Kingdom', 'nationality': 'Belgian', 'address': ""1st Floor, Platinum Building, St John's Innovation Park, Cambridge, CB4 0DS, United Kingdom""}]"
10001113,CAMBRIDGE MARKETING COLLEGE LIMITED,Main provider,30/01/2018,,Good,21 March 2023,02610610,"1 Sycamore Studios, Over, Cambridge, CB24 5PJ",,,,,active,1991-05-14,,"[{'name': 'Kiran Kapur', 'date_of_birth': '9/1965', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Sycamore Studios, New Road, Cambridge, CB24 5PJ, England'}, {'name': 'Charles William Nixon', 'date_of_birth': '5/1956', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Sycamore Studios, New Road, Cambridge, CB24 5PJ, England'}]"
10031982,BPP UNIVERSITY LIMITED,Main provider,13/03/2017,,,,02609100,,,,,,active,1991-05-09,,"[{'name': 'Bpp Holdings Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': '142-144, Uxbridge Road, London, W12 8AA, England'}]"
10029952,BPP PROFESSIONAL EDUCATION LIMITED,Main provider,17/05/2017,,Good,8 March 2022,04546335,"1 Portsoken Street, London, E1 8BT",,,,,active,2002-09-26,,"[{'name': 'Bpp Services Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Bpp House, Aldine Place, London, W12 8AW, England'}]"
10061524,BPP ACTUARIAL EDUCATION LIMITED,Main provider,13/03/2017,,Good,15 November 2022,02904358,"1 Portsoken Street, London, E1 8PH",,,,,active,1994-03-03,,"[{'name': 'Bpp Holdings Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Bpp House, Aldine Place, London, W12 8AA, England'}]"
10037391,BOTTLE GREEN TRAINING LIMITED,Main provider,30/01/2018,,Good,20 September 2022,03738428,"1A Offices and Unit 7 Station Yard, Station Road, Melbourne, Derby, DE73 8HJ",,,,,active,1999-03-23,,"[{'name': 'Judith Elizabeth Parry', 'date_of_birth': '6/1972', 'country_of_residence': 'United Kingdom', 'nationality': 'British', 'address': 'Nedswood, Michaels Lane, Ashbourne, DE6 2GW, England'}, {'name': 'Sarah Marie Parkhouse', 'date_of_birth': '1/1980', 'country_of_residence': 'England', 'nationality': 'British', 'address': '1a, Offices Station Yard, Derbyshire, DE73 8HJ'}]"
10065872,BMS PROGRESS LLP,Main provider,19/07/2019,,Good,13 December 2022,OC310031,"Europa House, 310 Europa Boulevard, Westbrook, Warrington, WA5 7XR",,,,,active,2004-11-17,,"[{'name': 'David Robert Bill', 'date_of_birth': '8/1974', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Europa House, Europa Boulevard, Warrington, WA5 7XR, England'}]"
10085751,THE SPECIALISTS HUB LTD T/A CyberPRO,Main provider,03/09/2020,,,,,,,,,,,,,[]
10063062,UNITAS T/A Unitas Academy,Main provider,02/03/2023,,,,,,,,,,,,,[]
10033950,AIRE VOCATIONAL TRAINING LIMITED,Main provider,26/10/2021,,Good,25 June 2024,07671384,"Crown House 94, Armley Road, Leeds, LS12 2EJ",,,,,active,2011-06-15,,"[{'name': 'Aspiration Training Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'C/O Gateley Legal, Park View House, Nottingham, NG1 5DW, England'}]"
10081735,THE CHILTERN RAILWAY COMPANY LIMITED,Supporting provider,26/05/2023,,,,,,,,,,,,,[]
10088273,REED LEARNING LIMITED,Main provider,08/12/2021,,Good,30 October 2024,11359910,"California House, 120 Coombe Lane, London, SW20 0BA",,,,,active,2018-05-14,,"[{'name': 'James Andrew Reed', 'date_of_birth': '4/1963', 'country_of_residence': 'England', 'nationality': 'British', 'address': 'Academy Court, 94 Chancery Lane, London, WC2A 1DT, England'}, {'name': 'Reed Learning (Holdings) Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Academy Court, 94 Chancery Lane, London, WC2A 1DT, England'}]"
10023992,SUTTON COLDFIELD TRAINING LIMITED T/A SCT Ltd,Main provider,14/02/2023,,,,,,,,,,,,,[]
10088861,KEIBRA LTD,Main provider,02/03/2023,,,,12762961,"Shaw Business Centre, 84 Beal Lane, Oldham, Manchester, OL2 8PH",,,,,active,2020-07-23,,"[{'name': 'Michael Mark Mcateer', 'date_of_birth': '12/1972', 'country_of_residence': 'England', 'nationality': 'British', 'address': '5-7, New Road, Manchester, M26 1LS, England'}]"
10049536,HIGH RIDGE MANAGEMENT SERVICES LIMITED,Supporting provider,10/06/2019,,,,,,,,,,,,,[]
10088931,WEC GROUP LIMITED,Employer provider,24/02/2023,,,,02141828,"WEC Group Engineering Academy, Premier Way, Blackburn, Lancashire, BB1 2JU",,,,,active,1987-06-22,,"[{'name': 'Wec Group Holdings Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'Britannia House, Junction Street, Darwen, BB3 2RB, England'}]"
10090480,MICHAEL STREETE FOUNDATION T/A MSFDN,Main provider,03/02/2023,,,,,"48 Collier Street, London, N1 9QZ",,,,,,,,[]
10091587,WREN KITCHENS LIMITED,Employer provider,03/02/2023,,,,06799478,"The Nest, Falkland Way, Barton-Upon-Humber, DN18 5RL",,,,,active,2009-01-22,,"[{'name': 'The Wren Group Limited', 'date_of_birth': '/', 'country_of_residence': '', 'nationality': '', 'address': 'The Nest, The Nest, Barton-Upon-Humber, DN18 5RL, United Kingdom'}]"
10065854,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Main provider,01/02/2023,,Good,21 February 2023,,"Cobbett House, Trust Headquarters, Oxford Rd, MANCHESTER, M13 9WL",,,,,,,,[]
